年,週番号,開始日,終了日,保健所,インフルエンザ,RSウイルス感染症,咽頭結膜熱,Ａ群溶血性レンサ球菌咽頭炎,感染性胃腸炎,水痘,手足口病,伝染性紅斑,突発性発しん,百日咳,ヘルパンギ｜ナ,流行性耳下腺炎,不明発しん症,川崎病,急性出血性結膜炎,流行性角結膜炎,細菌性髄膜炎*,無菌性髄膜炎,マイコプラズマ肺炎,クラミジア肺炎(オウム病は除く),感染性胃腸炎／ロタウイルス,インフルエンザ入院,新型コロナウイルス感染症／COVID|19,COVID|19入院,急性呼吸器感染症／ARI
2025,28,2025-07-07,2025-07-13,八王子市,0.11,0.55,0.27,3.82,10.91,0.36,0.27,1.73,0.55,,0.45,0.18,0.09,,,,,,,,,,2.78,2.0,99.56
2025,28,2025-07-07,2025-07-13,町田市,0.54,,0.25,7.38,21.88,1.63,2.38,2.25,1.75,,3.38,0.38,,0.13,,,,,,,,,1.15,,127.69
2025,28,2025-07-07,2025-07-13,西多摩,0.14,,0.13,1.5,1.88,,,1.0,0.25,,0.13,,,,,,,,3.0,,,1.0,1.07,1.0,16.43
2025,28,2025-07-07,2025-07-13,南多摩,0.07,0.11,0.33,1.22,5.0,0.22,0.22,1.33,0.78,,0.22,,,,,,,,,,,,1.79,,54.86
2025,28,2025-07-07,2025-07-13,多摩立川,0.19,0.29,0.07,5.07,4.36,1.93,0.36,0.21,0.36,,0.29,0.21,,,,2.0,,,,,,,1.81,4.0,40.38
2025,28,2025-07-07,2025-07-13,多摩府中,0.18,0.19,0.19,3.71,4.57,0.71,0.38,0.33,0.57,,0.67,0.1,0.19,,,,,,0.33,,,,2.09,3.0,62.39
2025,28,2025-07-07,2025-07-13,多摩小平,0.17,0.33,1.27,2.93,11.53,1.33,0.47,0.8,0.6,,1.73,0.07,0.13,,,0.5,,,1.0,,,0.5,2.04,3.0,67.83
2025,28,2025-07-07,2025-07-13,島しょ,,,,,,,,,,,,,,,,,,,2.0,,,,11.5,1.0,15.5
2025,29,2025-07-14,2025-07-20,報告数/定点数,0.23,0.34,0.45,2.47,6.26,0.59,0.59,0.45,0.29,,1.19,0.08,0.16,0.01,0.08,0.41,0.04,0.16,0.56,0.12,,,2.72,2.24,54.58
2025,29,2025-07-14,2025-07-20,千代田,,0.33,,1.33,1.33,,0.33,0.33,,,,0.67,,,,,,,0.5,,,,3.25,3.5,35.0
2025,29,2025-07-14,2025-07-20,中央区,0.2,0.33,,0.67,10.33,0.67,,0.33,,,5.0,,,,,,,,,,,,2.0,,43.4
2025,29,2025-07-14,2025-07-20,みなと,0.11,0.17,0.67,1.67,4.33,0.5,0.67,0.67,0.17,,4.83,0.17,0.5,,,,,,,1.0,,,1.11,4.0,45.78
2025,29,2025-07-14,2025-07-20,新宿区,0.17,0.38,0.13,0.75,4.5,0.75,0.13,0.13,,,0.63,,0.13,0.13,,1.0,,0.5,,,,,3.08,0.5,28.83
2025,29,2025-07-14,2025-07-20,文京,0.14,1.0,2.25,3.0,11.0,1.5,,,0.25,,1.0,0.25,1.0,,,,,1.0,,,,,4.86,,76.43
2025,29,2025-07-14,2025-07-20,台東,0.71,0.75,,1.0,17.75,0.25,0.5,1.5,0.75,,1.25,0.25,,,,,,,,,,,0.43,,61.43
2025,29,2025-07-14,2025-07-20,墨田区,0.13,0.2,0.4,1.0,2.2,,,,0.2,,0.4,,0.4,,,,,,,,,,3.38,,19.75
2025,29,2025-07-14,2025-07-20,江東区,0.07,0.11,1.0,2.56,9.44,0.44,0.67,,0.33,,1.78,0.22,0.11,,,2.0,,,,,,,2.5,,59.64
2025,29,2025-07-14,2025-07-20,品川区,,,0.25,1.38,4.5,0.13,0.38,0.25,0.13,,1.13,,,,,,,,,,,,2.42,,32.92
2025,29,2025-07-14,2025-07-20,目黒区,0.13,0.4,,1.2,4.4,0.6,0.4,,0.6,,4.0,0.2,,,,,,,,,,,1.25,,37.13
2025,29,2025-07-14,2025-07-20,大田区,0.38,0.15,0.54,3.46,7.38,0.31,2.92,0.23,0.15,,1.77,,0.46,,1.0,,,,,,,,3.43,1.0,38.43
2025,29,2025-07-14,2025-07-20,世田谷,0.24,0.19,0.13,1.44,4.5,0.31,0.38,0.5,0.13,,1.0,,0.06,,,1.5,,,1.0,,,,2.24,4.0,50.28
2025,29,2025-07-14,2025-07-20,渋谷区,0.57,0.5,,,4.0,0.5,0.5,0.5,0.5,,0.5,,,,,2.0,,,,,,,2.86,4.0,33.14
2025,29,2025-07-14,2025-07-20,中野区,0.1,0.67,,4.83,4.67,0.33,0.17,0.33,0.33,,1.67,,,,,,,,,,,,2.9,,84.8
2025,29,2025-07-14,2025-07-20,杉並,0.29,0.36,0.55,1.82,3.91,0.27,0.18,,0.09,,0.18,,0.45,,,,,,1.0,0.5,,,2.59,2.5,33.82
2025,29,2025-07-14,2025-07-20,池袋,0.43,0.4,,2.0,3.4,0.4,0.2,0.2,0.2,,0.8,,,,,2.0,,,1.0,,,,2.57,,73.43
2025,29,2025-07-14,2025-07-20,北区,0.82,0.57,0.57,2.86,7.0,0.86,1.0,0.14,0.29,,0.71,,,,,,,,,,,,3.18,,54.09
2025,29,2025-07-14,2025-07-20,荒川区,,2.25,0.25,4.25,8.5,,1.25,2.0,0.25,,1.75,,,,,,,,,,,,3.29,,77.0
2025,29,2025-07-14,2025-07-20,板橋区,0.19,0.1,0.7,0.9,4.0,0.5,0.7,,0.4,,0.7,,0.1,,,,,,,,,,2.75,3.0,43.5
2025,29,2025-07-14,2025-07-20,練馬区,0.24,0.77,0.23,2.38,6.31,0.92,0.31,,0.54,,1.77,,0.08,,,0.5,,,,,,,2.9,,44.76
2025,29,2025-07-14,2025-07-20,足立,0.35,0.69,1.0,2.08,6.54,0.15,0.31,1.08,0.46,,0.46,0.08,,0.08,,0.5,,,,,,,3.05,,56.0
2025,29,2025-07-14,2025-07-20,葛飾区,0.46,,0.25,1.13,4.25,1.25,0.38,0.25,0.13,,0.13,,,,,,,,1.0,1.0,,,3.38,4.0,45.85
2025,29,2025-07-14,2025-07-20,江戸川,0.16,0.08,1.0,2.33,5.67,0.5,1.83,0.33,0.17,,1.33,,0.17,,0.5,0.5,,,,,,,3.21,,55.68
2025,29,2025-07-14,2025-07-20,八王子市,0.06,0.64,0.73,3.45,8.27,0.82,0.27,2.0,0.64,,0.73,0.09,0.18,,,,,,,,,,3.39,3.0,102.67
2025,29,2025-07-14,2025-07-20,町田市,0.08,0.13,0.13,6.5,21.38,1.38,1.5,1.25,1.25,,3.75,0.5,0.38,0.13,,,,,,,,,2.31,,131.31
2025,29,2025-07-14,2025-07-20,西多摩,,,0.13,1.13,3.0,,0.13,0.75,0.13,,0.25,,,,,1.0,,,2.0,,,,2.0,2.0,19.62
2025,29,2025-07-14,2025-07-20,南多摩,0.07,0.44,0.56,1.78,3.78,1.0,0.11,0.11,0.11,,0.56,0.22,0.11,,,,,,,,,,2.71,,54.0
2025,29,2025-07-14,2025-07-20,多摩立川,,0.07,0.07,2.93,3.57,1.21,0.21,0.43,0.07,,0.43,0.21,,,,0.5,,,,,,,1.62,2.0,42.33
2025,29,2025-07-14,2025-07-20,多摩府中,0.33,0.24,0.38,3.86,5.38,0.71,0.57,0.24,0.1,,0.38,0.1,0.33,,,,,,,,,,2.58,1.67,63.76
2025,29,2025-07-14,2025-07-20,多摩小平,0.39,0.33,0.67,4.27,9.33,0.6,0.2,0.67,0.6,,1.93,,0.07,,,,0.5,1.0,1.5,,,,3.13,3.0,70.7
2025,29,2025-07-14,2025-07-20,島しょ,,,,,,,,,,,,,,,,,,,2.0,,,,6.5,1.0,15.5
2025,30,2025-07-21,2025-07-27,報告数/定点数,0.44,0.52,0.34,1.72,4.88,0.61,0.61,0.35,0.39,,1.42,0.07,0.13,0.02,0.08,0.51,0.08,0.04,0.36,0.04,,0.08,3.44,3.84,49.49
2025,30,2025-07-21,2025-07-27,千代田,0.25,0.33,,,1.67,,0.67,,0.33,,0.67,,,,,,,,,,,0.5,2.75,2.5,37.5
2025,30,2025-07-21,2025-07-27,中央区,,1.67,1.33,0.67,12.67,,,0.33,0.33,,2.67,,0.33,,,1.0,,,,,,,2.4,,48.8
2025,30,2025-07-21,2025-07-27,みなと,0.11,0.83,0.17,1.0,1.83,0.67,1.33,0.67,0.5,,4.5,0.17,0.33,,,,,,,1.0,,,2.89,7.0,47.56
2025,30,2025-07-21,2025-07-27,新宿区,0.42,0.63,0.13,0.88,3.75,0.75,0.38,,0.13,,0.75,,0.13,,,2.0,,,,,,,4.08,2.0,24.17
2025,30,2025-07-21,2025-07-27,文京,0.43,2.75,0.5,2.75,3.25,1.0,0.5,,0.5,,1.0,,0.5,,,,,,,,,,3.0,2.0,69.0
2025,30,2025-07-21,2025-07-27,台東,0.43,1.0,,0.25,11.5,0.5,1.75,,0.5,,3.0,,,,,,,,,,,,3.71,,60.43
2025,30,2025-07-21,2025-07-27,墨田区,,0.2,,0.2,0.8,0.4,0.4,,,,0.2,,0.2,,,,,,,,,,5.38,15.0,21.25
2025,30,2025-07-21,2025-07-27,江東区,0.36,0.22,0.22,3.11,9.78,0.56,1.33,0.11,0.44,,3.11,,0.78,,,2.0,,,,,,,2.14,,66.93
2025,30,2025-07-21,2025-07-27,品川区,0.08,0.13,0.75,0.38,3.63,0.5,0.13,0.38,0.38,,0.75,,,,,,,,,,,,2.17,,26.83
2025,30,2025-07-21,2025-07-27,目黒区,0.25,0.2,,1.0,4.4,0.4,0.4,0.6,,,1.6,0.2,0.6,,,1.0,,,,,,,2.63,,35.88
2025,30,2025-07-21,2025-07-27,大田区,0.14,0.23,0.38,2.54,6.62,0.46,2.62,0.23,0.54,,2.0,0.08,0.31,,,,,,1.0,,,,3.62,1.0,34.48
2025,30,2025-07-21,2025-07-27,世田谷,0.44,0.13,0.13,1.63,2.88,0.38,0.31,0.38,0.31,,1.44,0.06,,,,0.5,,,,,,,3.2,5.5,44.16
2025,30,2025-07-21,2025-07-27,渋谷区,6.57,0.25,,,4.0,1.0,1.0,0.25,,,0.75,,,,,1.0,,,,,,,2.0,7.0,33.86
2025,30,2025-07-21,2025-07-27,中野区,0.8,,0.33,3.83,4.5,0.33,1.17,0.5,0.83,,1.17,0.17,,,,,,,,,,,3.6,,90.4
2025,30,2025-07-21,2025-07-27,杉並,0.35,0.36,0.73,0.36,3.45,0.18,0.18,,0.27,,0.64,,0.09,0.18,,,0.5,,1.0,,,,2.94,3.0,32.65
2025,30,2025-07-21,2025-07-27,池袋,0.75,1.4,0.4,1.0,2.8,0.2,0.2,,,,0.4,,,0.2,,,,,,,,,5.0,,53.0
2025,30,2025-07-21,2025-07-27,北区,0.73,0.14,0.29,2.71,4.29,0.29,0.57,,0.57,,0.29,,,,,,,,,,,,3.91,,47.09
2025,30,2025-07-21,2025-07-27,荒川区,0.14,5.5,0.25,2.75,7.0,1.0,0.25,0.75,1.75,,2.5,,0.5,0.25,,1.0,,,,,,,4.86,,71.14
2025,30,2025-07-21,2025-07-27,板橋区,0.38,0.1,0.7,1.0,4.2,0.3,0.3,0.1,0.3,,0.9,,,,,1.0,,,,,,,4.06,3.0,35.19
2025,30,2025-07-21,2025-07-27,練馬区,0.43,0.46,,2.69,4.69,1.0,0.31,0.08,0.38,,2.38,,0.15,,,,,,,,,,4.9,,44.0
2025,30,2025-07-21,2025-07-27,足立,0.25,0.77,0.85,0.69,4.38,0.08,0.23,0.31,0.38,,0.54,0.31,,,,,,,,,,,3.95,,50.45
2025,30,2025-07-21,2025-07-27,葛飾区,0.46,0.13,,0.88,3.88,0.25,0.25,,,,,0.25,,,,,,1.0,1.0,,,,4.31,4.0,42.38
2025,30,2025-07-21,2025-07-27,江戸川,0.21,0.17,0.83,1.92,2.92,0.5,1.83,0.33,0.5,,2.08,0.08,0.08,,,1.5,,,,,,,4.0,,49.68
2025,30,2025-07-21,2025-07-27,八王子市,0.33,0.45,0.36,3.09,5.27,0.45,0.36,1.0,0.45,,1.36,0.09,,,,,,,,,,,3.61,5.0,96.89
2025,30,2025-07-21,2025-07-27,町田市,1.08,0.63,0.5,5.88,14.75,3.5,1.88,1.25,1.25,,4.63,0.25,0.38,,,,,,,,,,3.54,,121.31
2025,30,2025-07-21,2025-07-27,西多摩,,,0.13,1.0,2.5,0.38,0.13,,0.25,,0.38,,0.13,,3.0,,,,2.0,,,,1.29,2.0,10.79
2025,30,2025-07-21,2025-07-27,南多摩,0.36,0.56,,1.44,5.67,,0.11,0.44,0.22,,0.33,,0.22,,,,,,,,,,3.43,,46.93
2025,30,2025-07-21,2025-07-27,多摩立川,0.14,0.14,,1.57,2.14,1.0,0.07,0.43,0.29,,0.5,0.14,,,,0.5,,,,,,,2.71,3.0,33.57
2025,30,2025-07-21,2025-07-27,多摩府中,0.18,0.81,0.14,1.71,4.38,0.71,0.24,0.33,0.24,,0.76,0.05,0.1,,,0.67,,,0.67,,,0.33,3.85,3.0,55.15
2025,30,2025-07-21,2025-07-27,多摩小平,0.52,0.47,0.8,1.6,8.07,0.93,0.2,1.07,0.6,,2.6,0.07,,,,0.5,0.5,,0.5,,,,2.48,6.0,58.91
2025,30,2025-07-21,2025-07-27,島しょ,,,,,,,,,,,,,,,,,,,,,,,3.5,,19.0
2025,31,2025-07-28,2025-08-03,報告数/定点数,0.42,0.62,0.3,2.0,5.41,0.53,0.68,0.47,0.32,,1.86,0.06,0.17,0.02,,0.54,,0.12,0.6,0.04,,0.04,4.45,3.76,52.99
2025,31,2025-07-28,2025-08-03,千代田,0.5,0.33,,0.33,1.67,,0.33,,0.33,,1.33,,,,,,,,,,,,6.0,1.5,41.0
2025,31,2025-07-28,2025-08-03,中央区,2.0,,,,7.67,0.67,0.67,,0.33,,3.33,,,,,2.0,,,,,,,1.8,,48.0
2025,31,2025-07-28,2025-08-03,みなと,,1.17,0.17,0.5,3.83,0.83,1.17,0.33,0.33,,3.17,0.33,0.17,,,,,,,,,,2.56,6.0,40.56
2025,31,2025-07-28,2025-08-03,新宿区,0.42,1.13,,0.75,1.25,0.13,,,0.13,,0.63,,,0.13,,,,,1.5,,,,4.0,3.0,23.33
2025,31,2025-07-28,2025-08-03,文京,0.43,1.0,0.5,1.5,7.25,1.25,0.75,,,,3.0,0.5,0.5,,,,,,,,,,5.57,5.0,82.57
2025,31,2025-07-28,2025-08-03,台東,0.43,0.25,,0.75,12.75,1.0,1.5,0.25,0.5,,2.75,,0.25,,,,,,,,,,2.43,,70.29
2025,31,2025-07-28,2025-08-03,墨田区,,0.2,0.2,0.8,1.8,0.6,0.2,0.2,0.4,,0.6,0.2,0.2,,,,,,1.0,,,,6.13,10.0,22.38
2025,31,2025-07-28,2025-08-03,江東区,,1.56,0.33,1.78,8.89,0.44,1.78,,0.56,,1.89,0.11,0.22,0.11,,3.0,,,,,,,3.86,,62.71
2025,31,2025-07-28,2025-08-03,品川区,0.17,,0.75,1.38,4.38,0.13,0.88,0.13,0.25,,1.88,,,,,,,,,,,,2.42,,26.75
2025,31,2025-07-28,2025-08-03,目黒区,0.75,0.6,,2.2,4.4,0.6,,0.4,0.4,,2.8,,0.4,,,,,,,,,,2.38,,36.38
2025,31,2025-07-28,2025-08-03,大田区,0.33,0.85,0.69,3.23,6.62,0.31,1.85,0.54,0.15,,2.38,0.08,0.15,0.15,,2.0,,,2.0,,,,4.05,2.0,41.24
2025,31,2025-07-28,2025-08-03,世田谷,0.16,0.25,0.31,1.75,2.56,0.38,0.38,0.31,0.06,,1.94,,0.25,,,0.5,,1.0,,,,,4.4,2.5,49.4
2025,31,2025-07-28,2025-08-03,渋谷区,2.0,,,,4.0,0.25,0.5,0.5,,,0.5,,0.25,,,1.0,,,,,,,4.14,7.0,20.57
2025,31,2025-07-28,2025-08-03,中野区,0.6,1.0,,3.17,5.5,0.5,1.33,0.17,0.17,,1.33,,,,,,,,,,,,4.6,,95.7
2025,31,2025-07-28,2025-08-03,杉並,0.88,1.0,0.27,1.36,2.27,0.09,0.36,,0.18,,0.73,,0.27,,,,,,2.0,0.5,,,3.06,1.5,35.88
2025,31,2025-07-28,2025-08-03,池袋,1.88,0.8,0.2,0.8,2.4,0.2,0.6,,,,2.4,,,,,2.0,,,,,,,5.0,,63.25
2025,31,2025-07-28,2025-08-03,北区,0.55,0.14,0.43,3.57,4.86,0.57,0.71,0.14,0.43,,0.86,,,,,,,,,,,,6.64,,57.27
2025,31,2025-07-28,2025-08-03,荒川区,0.29,5.5,0.5,1.75,9.0,,1.0,0.5,0.75,,4.5,,1.0,,,,,,,,,,7.43,,85.14
2025,31,2025-07-28,2025-08-03,板橋区,0.19,0.2,0.1,0.6,4.4,0.4,0.2,0.1,0.2,,0.6,,0.1,,,,,,,,,,5.13,2.0,45.69
2025,31,2025-07-28,2025-08-03,練馬区,0.67,0.31,0.23,2.62,4.38,1.23,0.31,0.08,0.23,,2.54,0.15,0.08,,,,,,,,,,3.95,,45.81
2025,31,2025-07-28,2025-08-03,足立,0.1,0.62,0.46,1.62,5.15,0.31,0.31,1.85,0.54,,0.77,0.08,,0.08,,,,,,,,,5.65,,58.9
2025,31,2025-07-28,2025-08-03,葛飾区,0.31,0.13,0.13,0.5,4.5,1.0,0.38,0.13,0.38,,0.88,,,,,,,,1.0,,,,5.08,5.0,43.69
2025,31,2025-07-28,2025-08-03,江戸川,0.11,0.33,0.67,1.75,3.83,0.58,1.67,0.42,0.08,,2.25,,0.33,,,,,,,,,,5.74,,58.95
2025,31,2025-07-28,2025-08-03,八王子市,0.11,1.0,0.27,4.18,7.0,0.82,0.73,1.36,0.64,,2.27,0.09,0.18,,,1.5,,,,,,,5.11,7.0,93.39
2025,31,2025-07-28,2025-08-03,町田市,0.69,0.63,,6.5,15.63,1.38,1.38,1.63,0.63,,7.25,,,,,,,,,,,,3.92,,120.38
2025,31,2025-07-28,2025-08-03,西多摩,,0.13,0.25,1.63,2.5,0.13,0.13,0.25,,,0.25,,,,,,,,,,,,2.93,5.0,24.14
2025,31,2025-07-28,2025-08-03,南多摩,0.14,0.67,0.33,1.56,6.33,0.56,0.56,0.89,0.33,,1.0,,0.11,,,1.0,,,,,,,5.64,,51.71
2025,31,2025-07-28,2025-08-03,多摩立川,0.24,0.29,0.07,1.79,2.79,0.64,0.14,0.5,0.43,,0.64,0.07,,,,0.5,,,,,,,3.95,1.0,34.38
2025,31,2025-07-28,2025-08-03,多摩府中,0.55,0.62,0.19,2.33,5.29,0.29,0.38,0.24,0.29,,1.1,0.14,0.48,,,0.67,,,0.67,,,0.33,4.33,2.67,52.88
2025,31,2025-07-28,2025-08-03,多摩小平,0.65,0.33,0.73,2.8,11.93,0.8,0.87,1.07,0.8,,3.8,0.07,0.13,,,0.5,,0.5,1.0,,,,4.39,9.0,65.04
2025,31,2025-07-28,2025-08-03,島しょ,,,,,,,,,,,,,,,,,,,,,,,12.5,1.0,20.5
2025,32,2025-08-04,2025-08-10,報告数/定点数,0.26,1.0,0.32,1.87,4.59,0.36,0.59,0.42,0.33,,2.12,0.03,0.19,0.02,0.03,0.7,,0.12,0.48,,,0.16,4.72,4.72,51.55
2025,32,2025-08-04,2025-08-10,千代田,0.25,,0.33,1.67,1.33,,0.67,,,,1.0,,0.33,,,,,,,,,,4.25,3.5,32.25
2025,32,2025-08-04,2025-08-10,中央区,,0.33,,,12.0,,0.33,1.0,1.0,,3.0,,,,,2.0,,,,,,,5.4,,48.8
2025,32,2025-08-04,2025-08-10,みなと,0.11,2.17,0.17,0.5,1.5,1.0,0.67,,,,3.17,,,,,,,,,,,1.0,4.67,11.0,42.56
2025,32,2025-08-04,2025-08-10,新宿区,0.55,1.14,,0.43,1.71,,0.14,,0.14,,1.0,0.14,,,,1.0,,0.5,,,,0.5,3.73,2.0,24.55
2025,32,2025-08-04,2025-08-10,文京,1.0,2.0,,2.0,5.75,0.75,1.75,0.25,0.5,,2.25,,,0.25,,,,,,,,,4.86,5.0,81.86
2025,32,2025-08-04,2025-08-10,台東,0.43,0.75,,1.0,15.25,0.5,1.5,1.0,0.5,,4.25,,0.5,,,,,,,,,,3.71,,66.0
2025,32,2025-08-04,2025-08-10,墨田区,0.13,0.75,0.5,1.25,1.0,0.5,0.25,,0.5,,1.0,,1.0,,,,,,,,,,5.38,4.0,19.25
2025,32,2025-08-04,2025-08-10,江東区,0.5,1.78,0.44,1.11,9.44,0.33,0.44,,0.44,,3.0,0.11,0.33,0.11,,2.0,,,,,,,3.0,,63.43
2025,32,2025-08-04,2025-08-10,品川区,,0.14,,1.71,1.29,,0.71,0.14,0.14,,1.14,,,,,,,,,,,,4.27,,24.45
2025,32,2025-08-04,2025-08-10,目黒区,0.13,0.8,0.4,1.0,4.6,,0.2,0.8,,,4.4,,0.4,,,,,,,,,,4.38,,37.5
2025,32,2025-08-04,2025-08-10,大田区,0.19,1.62,0.46,2.08,5.85,0.54,1.23,0.54,0.08,,3.15,,0.15,,0.5,0.5,,,,,,,4.19,1.0,37.19
2025,32,2025-08-04,2025-08-10,世田谷,0.44,0.31,0.38,1.31,3.19,0.25,0.13,0.25,0.19,,2.31,,0.06,,,0.5,,,0.5,,,,3.96,3.0,47.52
2025,32,2025-08-04,2025-08-10,渋谷区,0.29,,,0.5,1.75,0.5,0.25,,,,0.75,,0.25,,,3.0,,1.0,,,,,4.14,7.0,22.43
2025,32,2025-08-04,2025-08-10,中野区,0.5,1.17,,3.0,3.5,0.17,1.17,0.17,0.33,,3.17,,,,,,,,,,,,4.3,,85.6
2025,32,2025-08-04,2025-08-10,杉並,0.71,2.45,0.09,0.64,3.18,0.18,0.36,,0.18,,2.09,,0.09,0.09,,,,,1.0,,,,3.35,10.0,35.65
2025,32,2025-08-04,2025-08-10,池袋,0.5,0.6,,0.4,1.8,0.2,0.6,0.2,,,1.2,,0.2,,,1.0,,,,,,,6.88,,58.63
2025,32,2025-08-04,2025-08-10,北区,0.09,1.43,0.29,3.14,3.43,0.14,1.0,0.57,0.43,,0.14,,,,,,,,,,,,8.64,,61.27
2025,32,2025-08-04,2025-08-10,荒川区,0.14,4.25,0.5,1.0,7.75,0.75,0.75,0.5,0.5,,3.5,,1.0,,,,,,,,,,5.0,,67.14
2025,32,2025-08-04,2025-08-10,板橋区,0.44,0.3,0.3,0.8,3.8,0.3,0.2,0.2,0.4,,0.6,,0.2,,,0.5,,,1.0,,,,4.94,5.0,48.5
2025,32,2025-08-04,2025-08-10,練馬区,0.35,0.92,0.33,2.42,3.83,0.92,0.17,0.17,0.25,,2.67,,0.08,0.08,,,,,,,,,5.55,,37.0
2025,32,2025-08-04,2025-08-10,足立,0.05,1.38,0.85,2.0,3.85,0.31,0.46,0.69,0.54,,1.08,0.08,0.08,,,,,,,,,,5.8,,58.25
2025,32,2025-08-04,2025-08-10,葛飾区,0.15,0.25,,1.5,4.0,0.38,0.38,0.13,0.5,,1.0,,,,,,,1.0,4.0,,,,5.0,8.0,49.69
2025,32,2025-08-04,2025-08-10,江戸川,,0.82,0.64,2.36,3.45,0.45,1.18,0.45,0.36,,2.36,,0.18,,,2.5,,,,,,,7.22,,61.17
2025,32,2025-08-04,2025-08-10,八王子市,0.06,1.09,0.27,3.55,5.36,0.18,0.55,1.45,0.36,,3.0,0.18,,,,2.5,,,,,,,4.12,3.0,98.76
2025,32,2025-08-04,2025-08-10,町田市,0.31,1.63,0.75,5.38,12.88,1.0,2.0,1.5,0.75,,3.88,0.25,0.25,,,,,,,,,,4.85,,113.69
2025,32,2025-08-04,2025-08-10,西多摩,0.07,,0.13,0.5,3.75,0.13,,0.5,0.25,,1.63,,,,,,,,,,,,3.86,5.0,24.07
2025,32,2025-08-04,2025-08-10,南多摩,0.29,0.67,0.11,1.22,5.22,0.44,0.11,0.67,0.56,,0.56,0.11,0.56,,,,,,,,,,5.29,,51.0
2025,32,2025-08-04,2025-08-10,多摩立川,,0.38,0.08,3.38,3.0,0.62,0.23,0.23,0.23,,0.69,,0.08,,,2.0,,,1.0,,,,4.1,5.0,39.9
2025,32,2025-08-04,2025-08-10,多摩府中,0.21,0.52,0.62,2.19,3.86,0.19,0.9,0.19,0.33,,1.43,0.05,0.67,,,,,,0.33,,,,3.64,5.0,49.24
2025,32,2025-08-04,2025-08-10,多摩小平,0.22,1.33,0.4,2.4,6.67,0.13,0.4,0.8,0.47,,4.73,,,,,1.0,,,1.0,,,1.0,4.17,5.0,56.74
2025,32,2025-08-04,2025-08-10,島しょ,0.5,,,1.0,,,,,,,,,,,,,,,,,,,17.5,2.0,27.5
2025,33,2025-08-11,2025-08-17,報告数/定点数,0.24,0.68,0.23,1.05,3.42,0.22,0.39,0.18,0.27,,0.82,0.04,0.17,0.01,,0.38,,,0.8,,0.04,0.08,3.6,4.28,35.31
2025,33,2025-08-11,2025-08-17,千代田,,,,,,,,,,,,,,,,,,,0.5,,,,4.5,2.0,13.0
2025,33,2025-08-11,2025-08-17,中央区,,,,,1.0,,,,,,,,,,,,,,,,,,,,3.5
2025,33,2025-08-11,2025-08-17,みなと,0.33,0.5,0.17,0.83,3.33,,0.33,0.17,0.33,,1.33,,0.17,,,,,,,,,,2.11,8.0,29.89
2025,33,2025-08-11,2025-08-17,新宿区,,0.5,,0.5,1.83,0.5,0.17,,0.17,,0.17,,,,,0.5,,,0.5,,,,5.0,3.0,14.25
2025,33,2025-08-11,2025-08-17,文京,0.5,,0.33,1.0,7.0,1.0,1.33,,,,2.67,,0.33,,,1.0,,,,,,,2.83,4.0,50.17
2025,33,2025-08-11,2025-08-17,台東,0.14,,,0.25,7.5,0.25,0.25,0.25,0.5,,1.25,,0.5,,,,,,,,,,2.57,,32.0
2025,33,2025-08-11,2025-08-17,墨田区,,0.67,,0.33,,,,,,,0.67,,,,,,,,1.0,,,,8.83,4.0,13.83
2025,33,2025-08-11,2025-08-17,江東区,0.43,0.56,0.44,0.56,5.67,0.11,1.0,0.11,0.44,,1.56,,,,,,,,,,,,3.0,,48.86
2025,33,2025-08-11,2025-08-17,品川区,0.08,0.25,,1.0,0.75,0.25,0.13,0.13,0.13,,0.38,,0.13,,,,,,,,,,1.17,,14.25
2025,33,2025-08-11,2025-08-17,目黒区,,1.0,,0.6,2.4,,0.4,,0.2,,1.0,0.2,0.6,,,,,,,,,,1.75,,26.38
2025,33,2025-08-11,2025-08-17,大田区,0.19,1.08,0.15,0.54,3.46,0.08,0.38,0.31,0.38,,0.38,,0.31,0.08,,,,,,,,,2.57,3.0,20.1
2025,33,2025-08-11,2025-08-17,世田谷,0.13,0.43,0.29,1.21,2.71,0.36,0.07,,0.36,,1.14,0.07,0.14,,,1.0,,,,,,,2.52,6.0,30.74
2025,33,2025-08-11,2025-08-17,渋谷区,0.57,0.5,0.5,,1.5,,0.25,0.25,,,,,,,,1.0,,,,,,,4.0,2.0,31.57
2025,33,2025-08-11,2025-08-17,中野区,0.6,,,4.0,5.67,,0.33,,,,1.33,,,,,,,,,,,,7.2,,97.4
2025,33,2025-08-11,2025-08-17,杉並,0.47,0.18,,0.18,1.18,,0.09,,,,0.18,,,,,,,,2.0,,0.5,,1.65,5.0,16.71
2025,33,2025-08-11,2025-08-17,池袋,0.4,,,1.5,1.75,0.25,0.5,,0.25,,0.5,,,,,1.0,,,,,,,5.8,,58.6
2025,33,2025-08-11,2025-08-17,北区,,0.86,,1.0,0.71,0.14,0.86,,,,0.14,,,,,,,,,,,,2.36,,14.64
2025,33,2025-08-11,2025-08-17,荒川区,0.33,4.75,0.5,1.75,5.75,,1.0,,0.25,,1.0,0.25,0.25,,,,,,,,,,6.33,,76.5
2025,33,2025-08-11,2025-08-17,板橋区,0.42,0.67,0.33,0.33,2.83,0.17,,0.17,,,0.17,,,,,,,,,,,,2.83,4.0,26.83
